,083,008,043-1,009,003,007,005,014,006,001,002,500,024,025,039,301,038,032,034,302,026,056,010-1,058,044-1,035,049,055,220,011,016,016-1,084,015,057,057-1,064,010,201,200,222,071-1,074,051,054,033,013,004,101,085,082,152-1,012,#001,,015-1,059,017,019,203,500-B,025-1,105-2,022,500-C,500-A,086,021,143,029,#017-,142,#017,031,030,036,037,018,075-1,081,085-1,050,052-2,207,073,053,153,#012,#022,#020,#021,140-1,140,140-2,221,*100,500-D,#013,*102,942
105-2,31.93,24.18,13.85,24.29,24.87,24.29,25.37,24.27,25.0,24.04,24.44,25.46,22.33,21.88,12.06,8.75,13.12,19.67,12.33,10.79,20.52,15.78,22.43,38.08,10.64,13.3,33.26,29.05,33.31,23.41,31.52,30.7,32.53,32.53,36.42,36.12,32.86,22.97,17.53,18.33,33.86,41.73,28.25,32.76,27.69,14.17,22.41,24.87,31.33,38.0,24.59,39.63,22.99,54.25,24.04,32.53,36.75,31.42,14.21,20.3,25.46,25.46,2.0,17.22,25.46,25.46,46.67,19.68,14.34,10.43,54.25,10.58,54.25,17.01,14.95,12.39,14.7,14.21,14.21,38.0,38.0,30.74,32.54,37.08,26.46,31.3,39.49,54.25,54.25,54.25,54.25,34.1,36.57,36.57,36.57,55.22,25.46,54.25,55.22,36.56
022,16.9,9.37,4.25,10.8,10.06,10.8,10.56,12.02,11.71,9.23,9.62,10.43,7.11,9.24,6.29,15.08,6.9,5.28,5.26,17.12,5.3,3.69,13.4,23.05,6.39,5.93,18.9,14.02,18.95,10.77,16.48,15.67,17.5,17.5,22.06,21.76,17.82,12.86,6.99,4.89,19.5,26.69,14.38,17.9,13.82,5.07,8.92,10.06,16.3,29.13,15.72,24.59,10.35,48.63,9.23,17.5,22.39,16.39,5.54,8.3,10.43,10.43,12.15,2.0,10.43,10.43,31.63,7.96,9.79,13.05,48.63,7.96,48.63,7.98,3.52,6.22,7.71,5.54,5.54,29.13,29.13,15.7,17.68,22.72,11.43,16.49,24.45,48.63,48.63,48.63,48.63,19.74,22.22,22.22,22.22,49.6,10.43,48.63,49.6,30.94
500-C,15.66,12.35,9.74,14.67,12.22,14.67,13.52,15.27,14.54,10.24,11.98,2.0,6.51,6.95,11.91,20.58,12.52,10.9,10.76,22.61,6.21,8.46,17.11,21.58,11.88,10.4,17.67,12.78,17.71,14.64,12.93,12.88,14.71,14.71,20.83,20.53,13.43,16.56,10.79,8.69,18.26,25.23,13.67,16.67,14.23,10.69,9.2,12.22,12.74,29.39,17.33,23.13,14.22,51.46,10.24,14.71,21.15,13.81,10.01,7.38,2.0,2.0,17.64,7.62,2.0,2.0,28.28,9.05,11.66,17.53,51.46,12.43,51.46,11.77,9.14,11.84,11.5,10.01,10.01,29.39,29.39,14.47,16.44,21.49,7.86,15.25,22.99,51.46,51.46,51.46,51.46,18.51,20.98,20.98,20.98,52.43,2.0,51.46,52.43,33.77
500-A,15.66,12.35,9.74,14.67,12.22,14.67,13.52,15.27,14.54,10.24,11.98,2.0,6.51,6.95,11.91,20.58,12.52,10.9,10.76,22.61,6.21,8.46,17.11,21.58,11.88,10.4,17.67,12.78,17.71,14.64,12.93,12.88,14.71,14.71,20.83,20.53,13.43,16.56,10.79,8.69,18.26,25.23,13.67,16.67,14.23,10.69,9.2,12.22,12.74,29.39,17.33,23.13,14.22,51.46,10.24,14.71,21.15,13.81,10.01,7.38,2.0,2.0,17.64,7.62,2.0,2.0,28.28,9.05,11.66,17.53,51.46,12.43,51.46,11.77,9.14,11.84,11.5,10.01,10.01,29.39,29.39,14.47,16.44,21.49,7.86,15.25,22.99,51.46,51.46,51.46,51.46,18.51,20.98,20.98,20.98,52.43,2.0,51.46,52.43,33.77
086,11.82,18.4,23.88,18.97,17.67,18.97,17.11,18.28,17.8,17.31,17.64,19.52,19.78,21.41,26.04,34.71,25.79,25.04,24.89,36.75,20.71,22.59,19.51,7.85,26.01,24.53,14.9,13.74,14.14,20.03,15.67,14.74,16.58,16.58,12.78,12.58,12.15,19.14,23.76,21.66,12.96,6.27,14.4,13.03,14.78,24.82,19.66,17.67,14.63,12.81,16.84,8.88,19.75,60.64,17.31,16.58,13.0,14.12,24.14,20.35,19.52,19.52,31.78,21.75,19.52,19.52,2.0,20.36,25.8,29.05,60.64,26.56,60.64,24.75,23.27,25.97,24.48,24.14,24.14,12.81,12.81,14.47,13.26,12.98,17.46,14.36,6.79,60.64,60.64,60.64,60.64,15.46,14.75,14.75,14.75,61.61,19.52,60.64,61.61,29.3
021,14.8,6.75,6.04,6.86,7.44,6.86,7.94,8.08,8.8,6.61,7.01,12.57,9.93,8.71,8.97,16.72,9.67,9.19,7.05,18.76,8.12,5.5,7.86,20.95,8.02,6.25,16.77,11.93,16.82,5.73,14.39,13.58,15.41,15.41,19.93,19.63,17.57,8.41,10.9,8.8,17.37,24.6,11.76,15.81,11.2,8.24,4.98,7.44,14.21,26.22,12.81,22.5,5.31,43.53,6.61,15.41,20.26,14.29,5.86,9.14,12.57,12.57,13.79,5.97,12.57,12.57,29.54,2.0,7.52,13.38,43.53,8.28,43.53,11.89,6.68,9.19,10.73,5.86,5.86,26.22,26.22,13.61,15.59,20.59,9.92,14.39,22.36,43.53,43.53,43.53,43.53,17.61,20.08,20.08,20.08,44.5,12.57,43.53,44.5,25.84
143,22.96,15.03,5.32,15.14,15.72,15.14,16.22,16.35,17.08,14.89,15.29,16.5,13.86,15.77,7.78,15.54,8.49,9.2,6.27,17.57,12.05,5.69,16.14,29.11,6.84,5.07,24.97,20.08,25.01,14.01,22.55,21.73,23.57,23.57,28.13,27.83,23.89,16.69,10.91,8.81,25.56,32.76,20.04,23.97,19.48,7.6,13.26,15.72,22.36,34.49,21.09,30.66,13.59,51.81,14.89,23.57,28.45,22.45,3.81,14.18,16.5,16.5,10.23,7.19,16.5,16.5,37.7,10.28,2.0,9.6,51.81,4.51,51.81,11.08,6.05,8.0,9.54,3.81,3.81,34.49,34.49,21.77,23.74,28.79,17.49,22.55,30.52,51.81,51.81,51.81,51.81,25.81,28.28,28.28,28.28,52.77,16.5,51.81,52.77,34.11
029,27.83,23.21,15.77,20.75,24.51,20.75,21.86,19.99,20.71,23.68,24.08,25.29,22.65,24.56,12.97,13.02,13.67,21.59,11.98,15.05,20.84,16.32,18.15,33.99,12.03,15.17,28.98,24.96,29.02,22.12,29.65,28.26,31.02,31.02,32.14,31.83,32.68,18.69,23.93,21.01,29.57,37.63,23.96,28.48,23.41,19.19,22.05,24.51,31.13,33.71,20.31,35.53,21.7,49.96,23.68,31.02,32.46,27.32,13.28,22.97,25.29,25.29,7.62,18.58,25.29,25.29,42.57,19.07,13.41,2.0,49.96,9.65,49.96,23.41,16.87,13.19,14.73,13.28,13.28,33.71,33.71,26.64,28.25,32.8,26.28,27.02,35.39,49.96,49.96,49.96,49.96,29.82,32.29,32.29,32.29,50.93,25.29,49.96,50.93,32.27
#017-,31.27,28.35,33.72,27.51,29.29,27.51,27.38,27.0,26.61,29.66,29.13,34.98,33.82,35.49,36.65,42.23,37.36,36.37,34.74,44.27,32.86,33.18,25.77,35.37,35.71,33.94,32.03,29.35,32.06,28.89,32.48,31.55,33.39,33.39,34.14,33.93,35.94,26.14,38.08,35.98,32.42,37.8,28.69,31.69,28.32,35.92,28.76,29.29,33.46,35.18,26.25,36.4,28.6,2.0,29.66,33.39,34.35,30.93,33.55,35.92,34.98,34.98,36.83,33.09,34.98,34.98,41.09,29.68,35.2,33.98,2.0,35.97,2.0,39.07,34.37,36.87,38.41,33.55,33.55,35.18,35.18,30.47,31.55,34.58,31.75,30.72,36.31,2.0,2.0,2.0,2.0,32.59,34.24,34.24,34.24,2.65,34.98,2.0,2.65,21.91
142,24.11,16.18,6.08,16.28,16.87,16.28,17.37,17.5,18.23,16.04,16.43,17.64,15.0,16.91,8.39,13.12,9.1,9.96,6.88,15.15,13.19,8.68,17.29,30.26,7.45,5.68,26.11,21.23,26.16,15.16,23.69,22.88,24.71,24.71,29.28,28.97,25.04,17.83,16.52,13.36,26.71,33.9,21.18,25.11,20.63,8.36,14.41,16.87,23.51,35.64,22.24,31.81,14.74,52.95,16.04,24.71,29.6,23.6,5.63,15.33,17.64,17.64,7.72,10.93,17.64,17.64,38.84,11.42,5.76,7.1,52.95,2.0,52.95,16.54,9.22,8.62,10.15,5.63,5.63,35.64,35.64,22.92,24.89,29.94,18.64,23.7,31.66,52.95,52.95,52.95,52.95,26.95,29.43,29.43,29.43,53.92,17.64,52.95,53.92,35.26
#017,31.27,28.35,33.72,27.51,29.29,27.51,27.38,27.0,26.61,29.66,29.13,34.98,33.82,35.49,36.65,42.23,37.36,36.37,34.74,44.27,32.86,33.18,25.77,35.37,35.71,33.94,32.03,29.35,32.06,28.89,32.48,31.55,33.39,33.39,34.14,33.93,35.94,26.14,38.08,35.98,32.42,37.8,28.69,31.69,28.32,35.92,28.76,29.29,33.46,35.18,26.25,36.4,28.6,2.0,29.66,33.39,34.35,30.93,33.55,35.92,34.98,34.98,36.83,33.09,34.98,34.98,41.09,29.68,35.2,33.98,2.0,35.97,2.0,39.07,34.37,36.87,38.41,33.55,33.55,35.18,35.18,30.47,31.55,34.58,31.75,30.72,36.31,2.0,2.0,2.0,2.0,32.59,34.24,34.24,34.24,2.65,34.98,2.0,2.65,21.91
031,24.08,18.34,8.38,19.76,19.03,19.76,19.53,20.98,20.68,18.2,18.59,16.66,12.15,10.18,5.3,14.94,4.86,8.61,7.37,16.98,12.95,11.58,22.37,29.42,6.24,8.01,26.09,21.2,26.13,19.63,22.88,22.83,24.66,24.66,29.25,28.94,21.27,21.83,4.55,6.63,26.68,33.06,22.09,25.08,22.65,6.62,17.89,19.03,22.69,37.23,24.69,30.97,19.21,57.6,18.2,24.66,29.57,23.57,9.28,8.59,16.66,16.66,12.01,10.97,16.66,16.66,36.12,16.83,15.62,16.27,57.6,11.7,57.6,2.0,7.85,5.43,3.54,9.28,9.28,37.23,37.23,22.89,24.86,29.91,17.84,23.67,30.82,57.6,57.6,57.6,57.6,26.93,29.4,29.4,29.4,58.57,16.66,57.6,58.57,39.91
030,19.17,11.65,2.73,12.29,12.34,12.29,12.84,13.51,13.99,11.51,11.9,12.71,9.38,9.69,4.77,13.57,5.38,5.15,3.75,15.6,7.58,3.78,14.89,25.32,4.87,4.79,21.18,16.3,21.23,11.83,18.76,17.95,19.78,19.78,24.34,24.04,20.1,14.35,9.3,6.14,21.78,28.97,16.66,20.18,16.1,3.55,10.41,12.34,18.57,31.4,18.0,26.87,11.41,50.55,11.51,19.78,24.67,18.66,5.59,8.11,12.71,12.71,10.63,4.28,12.71,12.71,33.91,9.03,8.07,11.91,50.55,6.81,50.55,10.77,2.0,4.7,6.44,5.59,5.59,31.4,31.4,17.98,19.96,25.0,13.7,18.76,26.73,50.55,50.55,50.55,50.55,22.02,24.49,24.49,24.49,51.52,12.71,50.55,51.52,32.86
036,23.22,15.7,6.95,16.34,16.39,16.34,16.89,17.56,18.04,15.56,15.95,16.76,13.43,12.6,2.22,11.86,2.84,10.78,5.43,13.9,11.63,7.83,18.65,29.37,3.17,6.4,25.23,20.35,25.28,15.88,22.81,22.0,23.83,23.83,28.39,28.09,23.7,18.4,8.25,9.06,25.83,33.02,20.71,24.23,20.15,4.01,14.46,16.39,22.63,35.45,22.05,30.92,15.46,54.31,15.56,23.83,28.72,22.71,8.3,11.02,16.76,16.76,8.93,8.33,16.76,16.76,37.96,12.78,11.01,18.79,54.31,11.93,54.31,7.15,6.05,2.0,4.84,8.3,8.3,35.45,35.45,22.03,24.01,29.05,17.75,22.82,30.78,54.31,54.31,54.31,54.31,26.07,28.55,28.55,28.55,55.28,16.76,54.31,55.28,36.62
037,23.67,17.93,9.26,18.94,18.62,18.94,19.12,20.16,20.27,17.79,18.18,16.25,11.74,9.77,3.76,13.4,3.31,11.51,7.74,15.43,12.54,10.43,20.95,29.01,4.7,8.71,25.68,20.79,25.72,18.49,22.47,22.42,24.26,24.26,28.84,28.54,20.86,21.0,5.42,6.22,26.27,32.66,21.68,24.68,22.24,6.62,17.06,18.62,22.29,36.82,24.28,30.56,18.07,56.61,17.79,24.26,29.16,23.16,10.6,8.18,16.25,16.25,10.46,10.56,16.25,16.25,35.71,15.09,13.31,21.09,56.61,14.23,56.61,4.31,8.65,3.89,2.0,10.6,10.6,36.82,36.82,22.48,24.45,29.5,17.43,23.26,30.42,56.61,56.61,56.61,56.61,26.52,28.99,28.99,28.99,57.58,16.25,56.61,57.58,38.92
018,20.48,12.55,3.66,12.65,13.24,12.65,13.74,13.87,14.6,12.41,12.8,14.01,11.37,13.28,5.97,13.73,6.68,7.54,4.46,15.76,9.56,5.05,13.66,26.63,5.03,3.26,22.48,17.6,22.53,11.53,20.06,19.25,21.08,21.08,25.65,25.34,21.41,14.2,9.26,9.73,23.08,30.27,17.55,21.48,17.0,5.94,10.78,13.24,19.88,32.01,18.61,28.18,11.11,49.32,12.41,21.08,25.97,19.97,2.0,11.7,14.01,14.01,10.14,7.3,14.01,14.01,35.21,7.79,4.71,9.52,49.32,4.42,49.32,12.91,4.39,6.2,7.73,2.0,2.0,32.01,32.01,19.29,21.26,26.31,15.01,20.07,28.03,49.32,49.32,49.32,49.32,23.32,25.8,25.8,25.8,50.29,14.01,49.32,50.29,31.63
075-1,20.48,12.55,3.66,12.65,13.24,12.65,13.74,13.87,14.6,12.41,12.8,14.01,11.37,13.28,5.97,13.73,6.68,7.54,4.46,15.76,9.56,5.05,13.66,26.63,5.03,3.26,22.48,17.6,22.53,11.53,20.06,19.25,21.08,21.08,25.65,25.34,21.41,14.2,9.26,9.73,23.08,30.27,17.55,21.48,17.0,5.94,10.78,13.24,19.88,32.01,18.61,28.18,11.11,49.32,12.41,21.08,25.97,19.97,2.0,11.7,14.01,14.01,10.14,7.3,14.01,14.01,35.21,7.79,4.71,9.52,49.32,4.42,49.32,12.91,4.39,6.2,7.73,2.0,2.0,32.01,32.01,19.29,21.26,26.31,15.01,20.07,28.03,49.32,49.32,49.32,49.32,23.32,25.8,25.8,25.8,50.29,14.01,49.32,50.29,31.63
081,11.31,15.34,21.86,14.9,15.61,14.9,14.38,14.09,13.61,15.98,16.02,20.26,19.26,21.21,24.37,31.4,24.98,23.36,22.88,33.43,19.86,20.58,14.94,7.33,24.0,22.4,14.38,13.23,13.62,16.28,15.15,14.22,16.07,16.07,12.27,12.06,12.84,14.96,24.5,22.4,12.44,13.27,13.38,12.52,13.0,23.15,16.16,15.61,15.32,2.0,10.94,8.37,16.0,51.78,15.98,16.07,12.48,13.6,22.01,21.09,20.26,20.26,26.0,20.08,20.26,20.26,18.21,18.14,23.66,23.14,51.78,24.43,51.78,25.49,21.6,24.3,25.22,22.01,22.01,2.0,2.0,13.95,12.75,12.46,17.19,13.84,8.02,51.78,51.78,51.78,51.78,14.94,14.24,14.24,14.24,52.75,20.26,51.78,52.75,23.39
085-1,11.31,15.34,21.86,14.9,15.61,14.9,14.38,14.09,13.61,15.98,16.02,20.26,19.26,21.21,24.37,31.4,24.98,23.36,22.88,33.43,19.86,20.58,14.94,7.33,24.0,22.4,14.38,13.23,13.62,16.28,15.15,14.22,16.07,16.07,12.27,12.06,12.84,14.96,24.5,22.4,12.44,9.52,13.38,12.52,13.0,23.15,16.16,15.61,15.32,2.0,10.94,8.37,16.0,51.78,15.98,16.07,12.48,13.6,22.01,21.09,20.26,20.26,26.0,20.08,20.26,20.26,18.21,18.14,23.66,23.14,51.78,24.43,51.78,25.49,21.6,24.3,25.22,22.01,22.01,2.0,2.0,13.95,12.75,12.46,17.19,13.84,8.02,51.78,51.78,51.78,51.78,14.94,14.24,14.24,14.24,52.75,20.26,51.78,52.75,23.39
050,5.96,7.78,13.26,8.35,7.05,8.35,6.49,7.66,7.18,6.69,7.02,10.31,9.16,11.1,15.42,24.09,16.04,14.42,14.27,26.13,10.1,11.97,8.89,12.11,15.4,13.92,6.43,3.12,6.47,9.41,7.78,4.92,6.77,6.77,9.59,9.28,12.97,8.53,14.94,12.84,7.02,15.76,3.79,5.21,4.16,14.21,9.04,7.05,9.26,19.93,6.22,13.66,9.13,44.71,6.69,6.77,9.91,4.3,13.52,11.53,10.31,10.31,21.16,11.14,10.31,10.31,20.7,9.74,15.18,18.43,44.71,15.94,44.71,15.92,12.65,15.36,15.65,13.52,13.52,19.93,19.93,2.0,4.98,10.25,7.09,4.01,13.52,44.71,44.71,44.71,44.71,7.27,9.74,9.74,9.74,45.68,10.31,44.71,45.68,27.02
052-2,3.44,9.1,14.58,9.43,8.12,9.43,7.57,8.74,8.25,8.01,8.33,11.63,10.48,12.42,16.74,25.41,17.35,15.73,15.59,27.44,11.41,13.29,9.96,10.31,16.71,15.23,4.61,4.44,5.42,10.72,7.0,6.07,7.92,7.92,7.34,7.04,14.7,9.6,16.26,14.16,4.77,13.95,4.86,2.81,5.23,15.52,10.36,8.12,7.99,18.12,7.3,11.86,10.44,46.32,8.01,7.92,7.67,5.45,14.84,12.85,11.63,11.63,22.36,12.45,11.63,11.63,18.89,11.06,16.5,19.5,46.32,17.26,46.32,17.24,13.97,16.67,16.97,14.84,14.84,18.12,18.12,3.99,2.0,8.0,8.4,3.49,11.71,46.32,46.32,46.32,46.32,6.75,8.69,8.69,8.69,47.29,11.63,46.32,47.29,28.63
207,6.67,12.17,17.94,12.46,11.15,12.46,10.6,11.76,11.28,11.37,11.56,14.99,13.84,15.78,20.1,28.77,20.72,19.1,18.95,30.81,14.78,16.65,12.99,9.88,20.08,18.6,6.22,7.8,7.19,13.8,10.24,9.3,11.15,11.15,5.16,4.85,12.18,12.63,19.62,17.52,5.42,13.53,8.19,5.77,8.26,18.89,13.43,11.15,11.22,17.7,10.33,11.43,13.52,50.86,11.37,11.15,5.48,8.68,18.2,16.21,14.99,14.99,25.39,15.82,14.99,14.99,18.47,14.4,19.86,22.53,50.86,20.62,50.86,20.61,17.34,20.04,20.33,18.2,18.2,17.7,17.7,7.5,6.0,2.0,11.77,6.16,11.29,50.86,50.86,50.86,50.86,9.17,8.12,8.12,8.12,51.83,14.99,50.86,51.83,33.17
073,10.82,6.21,10.41,7.84,5.59,7.84,6.45,7.62,7.13,4.27,5.44,5.91,6.22,8.16,12.57,21.24,13.18,11.56,11.42,23.27,7.24,9.12,8.85,16.97,12.54,11.06,12.83,7.94,12.87,7.83,7.98,7.94,9.77,9.77,15.99,15.68,10.34,8.48,11.58,9.48,13.42,20.62,8.83,11.82,9.39,11.35,7.21,5.59,7.8,24.78,12.49,18.52,7.55,46.62,4.27,9.77,16.31,8.87,10.67,8.17,5.91,5.91,18.31,8.28,5.91,5.91,25.2,7.28,12.33,18.19,46.62,13.09,46.62,12.56,9.8,12.5,12.29,10.67,10.67,24.78,24.78,9.63,11.6,16.65,2.0,10.41,18.38,46.62,46.62,46.62,46.62,13.67,16.14,16.14,16.14,47.59,5.91,46.62,47.59,28.93
053,5.8,8.3,13.78,8.6,7.3,8.6,6.74,7.91,7.43,7.21,7.54,10.83,9.68,11.62,15.94,24.62,16.56,14.94,14.79,26.65,10.62,12.49,9.14,11.95,15.92,14.44,4.42,3.65,4.46,9.93,8.73,5.55,7.4,7.4,7.58,7.27,13.92,8.77,15.46,13.36,5.01,15.6,4.03,4.46,4.41,14.73,9.56,7.3,10.2,19.76,6.47,13.5,9.65,45.08,7.21,7.4,7.9,4.93,14.05,12.05,10.83,10.83,21.53,11.66,10.83,10.83,20.54,10.26,15.7,18.68,45.08,16.47,45.08,16.45,13.18,15.88,16.18,14.05,14.05,19.76,19.76,3.34,4.23,8.24,7.61,2.0,13.36,45.08,45.08,45.08,45.08,5.26,7.73,7.73,7.73,46.05,10.83,45.08,46.05,27.39
153,7.04,13.61,19.09,14.19,12.88,14.19,12.33,13.49,13.01,12.52,12.85,15.99,14.99,16.93,21.26,29.93,21.87,20.25,20.11,31.96,15.93,17.8,14.72,3.06,21.23,19.75,10.11,8.96,9.35,15.24,10.88,9.95,11.8,11.8,7.99,7.79,8.57,14.36,20.23,18.13,8.17,4.24,9.62,8.25,9.99,20.04,14.87,12.88,11.04,11.03,12.06,5.14,14.96,53.46,12.52,11.8,8.21,9.33,19.36,16.82,15.99,15.99,26.99,16.97,15.99,15.99,9.18,15.57,21.01,24.26,53.46,21.78,53.46,21.22,18.49,21.19,20.95,19.36,19.36,11.03,11.03,9.68,8.48,8.19,12.92,9.57,2.0,53.46,53.46,53.46,53.46,10.67,9.97,9.97,9.97,54.43,15.99,53.46,54.43,24.51
#012,31.27,28.35,33.72,27.51,29.29,27.51,27.38,27.0,26.61,29.66,29.13,34.98,33.82,35.49,36.65,42.23,37.36,36.37,34.74,44.27,32.86,33.18,25.77,35.37,35.71,33.94,32.03,29.35,32.06,28.89,32.48,31.55,33.39,33.39,34.14,33.93,35.94,26.14,38.08,35.98,32.42,37.8,28.69,31.69,28.32,35.92,28.76,29.29,33.46,35.18,26.25,36.4,28.6,2.0,29.66,33.39,34.35,30.93,33.55,35.92,34.98,34.98,36.83,33.09,34.98,34.98,41.09,29.68,35.2,33.98,2.0,35.97,2.0,39.07,34.37,36.87,38.41,33.55,33.55,35.18,35.18,30.47,31.55,34.58,31.75,30.72,36.31,2.0,2.0,2.0,2.0,32.59,34.24,34.24,34.24,2.65,34.98,2.0,2.65,21.91
#022,31.27,28.35,33.72,27.51,29.29,27.51,27.38,27.0,26.61,29.66,29.13,34.98,33.82,35.49,36.65,42.23,37.36,36.37,34.74,44.27,32.86,33.18,25.77,35.37,35.71,33.94,32.03,29.35,32.06,28.89,32.48,31.55,33.39,33.39,34.14,33.93,35.94,26.14,38.08,35.98,32.42,37.8,28.69,31.69,28.32,35.92,28.76,29.29,33.46,35.18,26.25,36.4,28.6,2.0,29.66,33.39,34.35,30.93,33.55,35.92,34.98,34.98,36.83,33.09,34.98,34.98,41.09,29.68,35.2,33.98,2.0,35.97,2.0,39.07,34.37,36.87,38.41,33.55,33.55,35.18,35.18,30.47,31.55,34.58,31.75,30.72,36.31,2.0,2.0,2.0,2.0,32.59,34.24,34.24,34.24,2.65,34.98,2.0,2.65,21.91
#020,31.27,28.35,33.72,27.51,29.29,27.51,27.38,27.0,26.61,29.66,29.13,34.98,33.82,35.49,36.65,42.23,37.36,36.37,34.74,44.27,32.86,33.18,25.77,35.37,35.71,33.94,32.03,29.35,32.06,28.89,32.48,31.55,33.39,33.39,34.14,33.93,35.94,26.14,38.08,35.98,32.42,37.8,28.69,31.69,28.32,35.92,28.76,29.29,33.46,35.18,26.25,36.4,28.6,2.0,29.66,33.39,34.35,30.93,33.55,35.92,34.98,34.98,36.83,33.09,34.98,34.98,41.09,29.68,35.2,33.98,2.0,35.97,2.0,39.07,34.37,36.87,38.41,33.55,33.55,35.18,35.18,30.47,31.55,34.58,31.75,30.72,36.31,2.0,2.0,2.0,2.0,32.59,34.24,34.24,34.24,2.65,34.98,2.0,2.65,21.91
#021,31.27,28.35,33.72,27.51,29.29,27.51,27.38,27.0,26.61,29.66,29.13,34.98,33.82,35.49,36.65,42.23,37.36,36.37,34.74,44.27,32.86,33.18,25.77,35.37,35.71,33.94,32.03,29.35,32.06,28.89,32.48,31.55,33.39,33.39,34.14,33.93,35.94,26.14,38.08,35.98,32.42,37.8,28.69,31.69,28.32,35.92,28.76,29.29,33.46,35.18,26.25,36.4,28.6,2.0,29.66,33.39,34.35,30.93,33.55,35.92,34.98,34.98,36.83,33.09,34.98,34.98,41.09,29.68,35.2,33.98,2.0,35.97,2.0,39.07,34.37,36.87,38.41,33.55,33.55,35.18,35.18,30.47,31.55,34.58,31.75,30.72,36.31,2.0,2.0,2.0,2.0,32.59,34.24,34.24,34.24,2.65,34.98,2.0,2.65,21.91
140-1,5.84,10.19,15.95,10.47,9.16,10.47,8.61,9.78,9.29,9.38,9.58,13.01,11.85,13.8,18.12,26.79,18.73,17.11,16.97,28.82,12.79,14.66,11.0,13.6,18.09,16.61,3.12,5.82,5.4,11.81,8.65,7.72,9.57,9.57,8.51,8.21,12.12,10.64,17.63,15.53,5.95,17.25,6.21,4.94,6.27,16.9,11.44,9.16,9.64,21.41,8.34,15.15,11.53,47.88,9.38,9.57,8.84,7.1,16.22,14.22,13.01,13.01,23.4,13.83,13.01,13.01,22.19,12.41,17.87,20.54,47.88,18.64,47.88,18.62,15.35,18.05,18.35,16.22,16.22,21.41,21.41,5.51,5.17,6.78,9.78,4.17,15.01,47.88,47.88,47.88,47.88,2.0,8.67,8.67,8.67,48.85,13.01,47.88,48.85,30.19
140,7.13,11.83,17.6,12.12,10.81,12.12,10.26,11.43,10.94,11.03,11.22,14.65,13.5,15.44,19.76,28.43,20.38,18.76,18.61,30.47,14.44,16.31,12.65,12.54,19.74,18.26,5.88,7.47,4.29,13.46,10.3,9.37,11.22,11.22,7.46,7.15,13.77,12.29,19.28,17.18,6.25,16.19,7.85,6.23,7.92,18.55,13.09,10.81,11.29,20.36,9.99,14.09,13.18,50.36,11.03,11.22,7.78,8.75,17.87,15.87,14.65,14.65,25.05,15.48,14.65,14.65,21.13,14.06,19.52,22.19,50.36,20.29,50.36,20.27,17.0,19.7,19.99,17.87,17.87,20.36,20.36,7.16,6.46,6.08,11.43,5.82,13.95,50.36,50.36,50.36,50.36,6.44,2.0,2.0,2.0,51.32,14.65,50.36,51.32,32.66
140-2,7.13,11.83,17.6,12.12,10.81,12.12,10.26,11.43,10.94,11.03,11.22,14.65,13.5,15.44,19.76,28.43,20.38,18.76,18.61,30.47,14.44,16.31,12.65,12.54,19.74,18.26,5.88,7.47,4.29,13.46,10.3,9.37,11.22,11.22,7.46,7.15,13.77,12.29,19.28,17.18,6.25,16.19,7.85,6.23,7.92,18.55,13.09,10.81,11.29,20.36,9.99,14.09,13.18,50.36,11.03,11.22,7.78,8.75,17.87,15.87,14.65,14.65,25.05,15.48,14.65,14.65,21.13,14.06,19.52,22.19,50.36,20.29,50.36,20.27,17.0,19.7,19.99,17.87,17.87,20.36,20.36,7.16,6.46,6.08,11.43,5.82,13.95,50.36,50.36,50.36,50.36,6.44,2.0,2.0,2.0,51.32,14.65,50.36,51.32,32.66
221,7.13,11.83,17.6,12.12,10.81,12.12,10.26,11.43,10.94,11.03,11.22,14.65,13.5,15.44,19.76,28.43,20.38,18.76,18.61,30.47,14.44,16.31,12.65,12.54,19.74,18.26,5.88,7.47,4.29,13.46,10.3,9.37,11.22,11.22,7.46,7.15,13.77,12.29,19.28,17.18,4.83,16.19,7.85,6.23,7.92,18.55,13.09,10.81,11.29,20.36,9.99,14.09,13.18,50.36,11.03,11.22,7.78,8.75,17.87,15.87,14.65,14.65,25.05,15.48,14.65,14.65,21.13,14.06,19.52,22.19,50.36,20.29,50.36,20.27,17.0,19.7,19.99,17.87,17.87,20.36,20.36,7.16,6.46,6.08,11.43,5.82,13.95,50.36,50.36,50.36,50.36,6.44,2.0,2.0,2.0,51.32,14.65,50.36,51.32,32.66
*100,31.91,28.99,34.37,28.16,29.94,28.16,28.03,27.65,27.26,30.31,29.77,35.62,34.47,36.13,37.3,42.88,38.0,37.01,35.38,44.91,33.51,33.83,26.42,36.01,36.35,34.58,32.67,30.0,32.7,29.53,33.13,32.19,34.04,34.04,34.78,34.58,36.59,26.78,38.73,36.63,33.07,38.44,29.33,32.34,28.96,36.57,29.41,29.94,34.11,35.83,26.89,37.05,29.25,2.97,30.31,34.04,35.0,31.57,34.19,36.56,35.62,35.62,37.48,33.73,35.62,35.62,41.74,30.33,35.85,34.62,2.97,36.61,2.97,39.71,35.01,37.52,39.06,34.19,34.19,35.83,35.83,31.12,32.19,35.22,32.39,31.37,36.95,2.97,2.97,2.97,2.97,33.23,34.88,34.88,34.88,2.0,35.62,2.97,2.0,22.56
